time,x_d,y_d,x,y,qx,qy,qz,qw
0.017713408,0.00637682686271288,0.00239131006987083,1.93610983097399,6.30038005011928E-15,1.95212075527455E-16,-1.5947737169309E-12,-1.40864348263086E-12,1
0.022609088,0.00813927164405278,0.00305222685893717,1.93570132585689,6.77965574004E-15,1.83572154964541E-16,-1.82153732756814E-12,-1.31803280961703E-12,1
0.046243761,0.0166477536524075,0.00624290755477004,1.93529152234344,7.1908140176445E-15,1.66926942174096E-16,-2.0301172165073E-12,-1.19088885974615E-12,1
0.064794475,0.0233260101538835,0.00874725362922862,1.93488042047689,7.52253174456261E-15,1.45737557527197E-16,-2.21470455325769E-12,-1.03073443976672E-12,1
0.086034344,0.0309723618592403,0.0116146352793986,1.93446802030062,7.7656055192945E-15,1.20591057350401E-16,-2.3701554304277E-12,-8.42007199755761E-13,1
0.106611479,0.0383801286709827,0.0143925474565914,1.93405432185815,7.91321773928924E-15,9.21841644062708E-17,-2.49213342040817E-12,-6.29936649124333E-13,1
0.12686602,0.0456717608488529,0.0171269089786248,1.93363932519314,7.96113844189273E-15,6.13039591036339E-17,-2.57722975425252E-12,-4.00399227609183E-13,1
0.148649335,0.0535137503834296,0.0200676542387285,1.93322303034938,7.90785700851703E-15,2.88060665861766E-17,-2.62305779156854E-12,-1.59755447363284E-13,1
0.168017667,0.0604863453669756,0.0226823764006501,1.9328054373708,7.75463975730462E-15,-4.40905581082051E-18,-2.62831916284488E-12,8.53263805936921E-14,1
0.187884108,0.067638258250612,0.0253643424924686,1.93238654630147,7.50551131399477E-15,-3.74210735867182E-17,-2.59283975274061E-12,3.28054950024144E-13,1
0.209943699,0.0755797028577509,0.028342382500402,1.93196635718557,7.16715982694654E-15,-6.93152809673303E-17,-2.51757452513924E-12,5.61704171787856E-13,1
0.229752861,0.0827109922376302,0.0310166141320506,1.93154487006744,6.7487682199336E-15,-9.92079508007368E-17,-2.40458105768957E-12,7.79799578791593E-13,1
0.251759331,0.0906333095267288,0.0339874806030078,1.93112208499156,6.26177566840227E-15,-1.26270825921597E-16,-2.25696251890178E-12,9.76297757554818E-13,1
0.271333585,0.0976800284663568,0.0366299975685723,1.93069800200253,5.7195755218895E-15,-1.49754073237179E-16,-2.07878166781496E-12,1.14575383361857E-12,1
0.292824833,0.105416861782009,0.0395313066944644,1.93027262114509,5.13715748563902E-15,-1.69007064379575E-16,-1.87494825981807E-12,1.2834723692129E-12,1
0.314497527,0.113219012966243,0.0424571094533539,1.92984594246411,4.53070386845865E-15,-1.83496407042206E-16,-1.65108297896134E-12,1.38563749142767E-12,1
0.333737644,0.120145436220335,0.0450545141941138,1.9294179660046,3.91715045472149E-15,-1.9282072726284E-16,-1.41336166817401E-12,1.44941864403661E-12,1
0.357013323,0.128524654743201,0.0481967156732971,1.92898869181171,3.31372416872143E-15,-1.96721792981814E-16,-1.16834417345672E-12,1.47304903286583E-12,1
0.376933907,0.135696039944279,0.0508859798420588,1.92855811993073,2.7374699865246E-15,-1.95091670613422E-16,-9.22792546204981E-13,1.45587459011478E-12,1
0.396695679,0.142810250267163,0.0535538028918794,1.92812625040707,2.20478017806012E-15,-1.87975716281559E-16,-6.83483641506745E-13,1.39837210104239E-12,1
0.418186035,0.15054674512974,0.0564549814416786,1.92769308328628,1.7309388048101E-15,-1.75571318831588E-16,-4.57021306342347E-13,1.30213599037982E-12,1
0.438130435,0.157726695006893,0.059147455447832,1.92725861861405,1.32969419261817E-15,-1.58222429438881E-16,-2.49653362132708E-13,1.16983413488223E-12,1
0.459332372,0.165359352482578,0.0620096935965646,1.9268228564362,1.01287134175988E-15,-1.36410029442824E-16,-6.70984545478613E-14,1.00513392656954E-12,1
0.479683717,0.17268579481438,0.0647571006394305,1.92638579679869,7.90035146412443E-16,-1.10738800576898E-16,8.56124315346088E-14,8.12600635649423E-13,1
0.500707804,0.18025441898675,0.0675953247588825,1.92594743974761,6.68214056905389E-16,-8.19203669789114E-17,2.04275399566656E-13,5.97570889821943E-13,1
0.520378753,0.187335912776835,0.0702508748368407,1.92550778532919,6.51692104198295E-16,-5.07535734334808E-17,2.85630146828162E-13,3.6600477648473E-13,1
0.542209869,0.195195057026707,0.0731980417995229,1.9250668335898,7.41875472326686E-16,-1.81023464167854E-17,3.27450319913797E-13,1.24320666603167E-13,1
0.562056412,0.202339756044716,0.0758772920213499,1.92462458457593,9.3723767064125E-16,1.51282485171665E-17,3.28605214903919E-13,-1.20782662270438E-13,1
0.584737107,0.210504736652554,0.0789391450697251,1.92418103833422,1.23334532323832E-15,4.80170894692466E-17,2.89091113646057E-13,-3.62511674001869E-13,1
0.605224952,0.217880293169139,0.0817049644865084,1.92373619491144,1.62296424614215E-15,7.96525259066143E-17,2.10031387233845E-13,-5.94166348068105E-13,1
0.625845611,0.22530365749935,0.084488710730968,1.92329005435449,2.09624341368639E-15,1.09157643893198E-16,9.36453628023729E-14,-8.09325861996805E-13,1
0.647929007,0.233253596466083,0.0874699202105866,1.9228426167104,2.64097215680171E-15,1.35714568626558E-16,-5.68131821422481E-14,-1.00202653612508E-12,1
0.667842899,0.240422517154389,0.0901582485026901,1.92239388202636,3.24290381385438E-15,1.58587130778832E-16,-2.37146193678723E-13,-1.16692710945675E-12,1
0.691674066,0.249001634511645,0.0933753958352125,1.92194385034968,3.88613742379244E-15,1.77141268494053E-16,-4.42327685594647E-13,-1.29945676567404E-12,1
0.710811779,0.255891123372228,0.0959589356335845,1.92149252172778,4.55354710177007E-15,1.90862599585585E-16,-6.66643027874111E-13,-1.39594180757871E-12,1
0.730224435,0.262879585486829,0.0985795890889282,1.92103989620827,5.22724760763723E-15,1.99370676986642E-16,-9.03847320360831E-13,-1.45370746884917E-12,1
0.751008255,0.27036165430268,0.101385342454549,1.92058597383885,5.88908341286963E-15,2.02429532352196E-16,-1.14733846209631E-12,-1.47115204171605E-12,1
0.771131826,0.277606031090955,0.104101960806206,1.92013075466736,6.52112792031062E-15,1.99954215615541E-16,-1.39034012025528E-12,-1.44779126626927E-12,1
0.793144067,0.285530312191264,0.10707353971259,1.9196742387418,7.10617908793284E-15,1.92013149270054E-16,-1.62608952771155E-12,-1.38427175106713E-12,1
0.81442285,0.293190545783108,0.109946100248867,1.91921642611028,7.62823774569522E-15,1.78826232126553E-16,-1.84802490411443E-12,-1.28235305324866E-12,1
0.83439392,0.300380004321909,0.112642120483443,1.91875731682106,8.0729553647662E-15,1.60758745100395E-16,-2.04996730754425E-12,-1.14485891455858E-12,1
0.85431227,0.3075504778091,0.115331020089354,1.91829691092253,8.42803865955968E-15,1.38311227910366E-16,-2.22629187613541E-12,-9.75599005058691E-13,1
0.877169011,0.315778744704894,0.118416586454091,1.9178352084632,8.68359970584279E-15,1.12105607272412E-16,-2.37208371389066E-12,-7.79263342960819E-13,1
0.896760808,0.32283164779776,0.121061394775541,1.91737220949174,8.83244149118632E-15,8.28679610011897E-17,-2.48327410095152E-12,-5.61292316881327E-13,1
0.917281617,0.330218981500298,0.123831611683619,1.91690791405694,8.87027081558825E-15,5.14083956970202E-17,-2.55675325293351E-12,-3.27725912358117E-13,1
0.938977164,0.33802920402157,0.126760408342078,1.91644232220773,8.79583215093641E-15,1.85985956771093E-17,-2.59045650464711E-12,-8.5036321465187E-14,1
0.959533519,0.34542931897332,0.129535414989029,1.91597543399317,8.61095840305269E-15,-1.46523346308691E-17,-2.58342153001548E-12,1.60051425669457E-13,1
0.981659366,0.353394429387844,0.132522290366237,1.91550724946246,8.32053669357246E-15,-4.74230653507754E-17,-2.53581501155486E-12,4.00745836435712E-13,1
1.000663734,0.360235827650543,0.135087777966031,1.91503776866493,7.93238967437137E-15,-7.88055746314049E-17,-2.44892802114659E-12,6.30377173307264E-13,1
1.020203282,0.367269878773655,0.13772550787,1.91456699165005,7.45707514513001E-15,-1.07930313312837E-16,-2.32514023988393E-12,8.42582296967165E-13,1
1.042239057,0.375202539106278,0.140700209369915,1.91409491846742,6.90760917135886E-15,-1.33990303356922E-16,-2.16785400837815E-12,1.03148101257817E-12,1
1.062612133,0.382536635900208,0.143450451251691,1.91362154916677,6.2991197650641E-15,-1.56263502200175E-16,-1.98140003492969E-12,1.19183903166353E-12,1
1.081974153,0.389506755357943,0.146064202228048,1.91314688379798,5.64844068688235E-15,-1.74132813233563E-16,-1.77091737566703E-12,1.31921303403066E-12,1
1.102141898,0.396766919119951,0.148786716296793,1.91267092241106,4.97365570859664E-15,-1.87103187868097E-16,-1.54221101238194E-12,1.41007380837724E-12,1
1.124399937,0.404779555742334,0.151791400731612,1.91219366505614,4.29360619175822E-15,-1.94815345143627E-16,-1.30159097471242E-12,1.46190405987498E-12,1
1.144255818,0.411927434498879,0.154471804977524,1.9117151117835,3.62737511945982E-15,-1.97055728735762E-16,-1.05569746574303E-12,1.47326817381271E-12,1
1.163606355,0.418893387383737,0.157083986593014,1.91123526264354,2.99376176723944E-15,-1.93762425397308E-16,-8.11316837308453E-13,1.4438520017647E-12,1
1.190392824,0.428536169948262,0.160699957012911,1.91075411768682,2.41076145451785E-15,-1.8502688080367E-16,-5.75193515025978E-13,1.37447156777383E-12,1
