time,x,y,z,qx,qy,qz,qw
1744739418.7730746,-4.350298327569722e-34,9.614990693278327e-32,0.0,-2.1940014306848248e-23,1.4889438472449266e-25,0.9999769729734693,0.006786274590466343
1744739418.7930794,1.031200445508467e-06,-1.3996989507574765e-08,0.0,2.926174371739535e-14,-1.7463142445550952e-16,0.999976972973466,0.006786274590981251
1744739418.8135207,4.3926949626199185e-06,-5.962419089384703e-08,0.0,1.123595514490525e-13,3.1438291440213215e-14,0.9999769729734643,0.006786274591229714
1744739418.8332906,1.1222281472448268e-05,-1.5232549511133338e-07,0.0,3.0309582691519086e-13,1.661892075671839e-13,0.9999769729734619,0.0067862745915658815
1744739418.8541145,2.017002718547741e-05,-2.7377760525134183e-07,0.0,5.462106076389425e-13,4.741609880504483e-13,0.9999769729734602,0.0067862745918101245
1744739418.8736694,3.172613426496133e-05,-4.3063427349893144e-07,0.0,8.419247106879435e-13,8.961299850756926e-13,0.9999769729734591,0.006786274591984869
1744739418.8935888,4.5892393149086095e-05,-6.229198027253961e-07,0.0,1.1738208801199033e-12,1.435697454517173e-12,0.9999769729734584,0.006786274592082344
1744739418.9145155,6.266880129207177e-05,-8.506341583022524e-07,0.0,1.5231955741202495e-12,2.0577746845032425e-12,0.9999769729734584,0.006786274592096998
1744739418.933622,8.309269043729541e-05,-1.1278575489705786e-06,0.0,1.8873775374238067e-12,2.765083900490403e-12,0.9999769729734589,0.006786274592021951
1744739418.954445,0.00010521788459241034,-1.4281735805118354e-06,0.0,2.2126935552068935e-12,3.64575425147083e-12,0.99997697297346,0.006786274591863857
1744739418.9741733,0.00012995321538415786,-1.7639182671011288e-06,0.0,2.4977123054776255e-12,4.584917362735645e-12,0.9999769729734616,0.006786274591632047
1744739418.9940712,0.00015729867757670294,-2.1350915377125718e-06,0.0,2.726989374666053e-12,5.622401335054343e-12,0.9999769729734636,0.006786274591338067
1744739419.015,0.00018725426538035634,-2.541693313811657e-06,0.0,2.888341647076127e-12,6.8130019440272605e-12,0.9999769729734659,0.006786274590995241
1744739419.034062,0.0002198199724515798,-2.9837235093627876e-06,0.0,2.972253237667423e-12,8.035748487672692e-12,0.9999769729734684,0.006786274590623101
1744739419.0542896,0.00025499579189299133,-3.461182030816561e-06,0.0,2.975327187698615e-12,9.43079812171561e-12,0.999976972973471,0.006786274590238306
1744739419.0744398,0.00029278171625337154,-3.974068777106565e-06,0.0,2.8972628823518542e-12,1.0918201512385327e-11,0.9999769729734735,0.006786274589861506
1744739419.0948777,0.00033317773752766946,-4.522383639654718e-06,0.0,2.7424311914640146e-12,1.243199275095169e-11,0.999976972973476,0.006786274589514234
1744739419.1155367,0.0003761838471570098,-5.1061265023517574e-06,0.0,2.5207517326221898e-12,1.408919449612263e-11,0.999976972973478,0.006786274589209597
1744739419.1347501,0.00042180003602869983,-5.72529724156081e-06,0.0,2.2451394951720254e-12,1.5888842787888338e-11,0.9999769729734796,0.00678627458896269
1744739419.155001,0.0004700262944762379,-6.379895726119937e-06,0.0,1.9319000674173754e-12,1.787679311873642e-11,0.9999769729734808,0.006786274588784172
1744739419.1751797,0.0005208626122793206,-7.069921817338165e-06,0.0,1.5982073606504298e-12,1.990597961172773e-11,0.9999769729734815,0.006786274588684473
1744739419.195599,0.0005743089786638524,-7.795375368989864e-06,0.0,1.263488380805662e-12,2.1990331907477242e-11,0.9999769729734816,0.0067862745886651575
1744739419.21596,0.0006303653823019539,-8.556256227309485e-06,0.0,9.468697878499976e-13,2.4087972823037905e-11,0.9999769729734813,0.00678627458872666
1744739419.2352383,0.0006890318113119727,-9.352564230994673e-06,0.0,6.679423048563771e-13,2.6373942616776757e-11,0.9999769729734804,0.006786274588856554
1744739419.255759,0.0007503082532584926,-1.018429921120952e-05,0.0,4.435787402372744e-13,2.8923115799716504e-11,0.9999769729734791,0.006786274589043512
1744739419.2756467,0.0008141946951523436,-1.1051460991604473e-05,0.0,2.8499273093908085e-13,3.141177818663825e-11,0.9999769729734775,0.00678627458928065
