time,x,y,z,qx,qy,qz,qw
1744921414.258858,4.350298385516914e-34,2.0,0.0,-7.313338102277058e-24,4.9631462413734835e-26,0.999976972972691,0.006786274705172609
1744921414.2795892,6.259463403251143e-06,1.999999914951379,0.0,-2.944755671092003e-09,-4.430245650996547e-07,0.9999769728737062,0.006786289276378154
1744921414.299129,2.55361340569924e-05,1.999999653277564,0.0,-4.6930814749023035e-09,-7.140166574066441e-07,0.9999769728277845,0.006786296019967984
1744921414.3189092,5.785758034862699e-05,1.9999992145666754,0.0,-4.508920211935509e-09,-6.848818058558744e-07,0.9999769728338791,0.006786295124907474
1744921414.3387282,0.00010322975965103892,1.9999985987216866,0.0,-3.5728753642751463e-09,-5.392248426366779e-07,0.9999769728598257,0.006786291314747319
1744921414.3590074,0.00016165262392025636,1.9999978057264178,0.0,-3.0088378446433924e-09,-4.525187350256465e-07,0.9999769728748527,0.0067862891068287984
1744921414.3796813,0.00023312611145284105,1.999996835578653,0.0,-3.0570374710105026e-09,-4.600185553352661e-07,0.9999769728732416,0.006786289343719624
1744921414.3993053,0.00031765014682229846,1.9999956882854373,0.0,-3.3475711572434335e-09,-5.046973117896483e-07,0.9999769728652913,0.0067862905120317
1744921414.4195457,0.00041522464074992903,1.999994363853537,0.0,-3.5208167488098927e-09,-5.313273369122806e-07,0.999976972860682,0.006786291189202858
1744921414.4393375,0.0005258494900503007,1.9999928622853955,0.0,-3.5028061943718563e-09,-5.284069790177136e-07,0.999976972861292,0.0067862910995475315
1744921414.4596229,0.0006495245776536922,1.999991183580755,0.0,-3.407692853131264e-09,-5.136066495091331e-07,0.9999769728639271,0.006786290712415681
1744921414.4799886,0.000786249772647143,1.9999893277396434,0.0,-3.3480462355995146e-09,-5.043358822864568e-07,0.9999769728655332,0.006786290476402801
1744921414.499867,0.0009360249302926969,1.9999872947636792,0.0,-3.3481395372249484e-09,-5.043311488291856e-07,0.9999769728655007,0.00678629048120507
1744921414.5196075,0.001098849892021388,1.9999850846555804,0.0,-3.37253894260194e-09,-5.081299683518181e-07,0.9999769728648185,0.006786290581470554
1744921414.5397527,0.0012747244854213404,1.9999826974182395,0.0,-3.385680506098643e-09,-5.102430612333937e-07,0.9999769728644508,0.006786290635472337
1744921414.5598485,0.0014636485242327769,1.9999801330543037,0.0,-3.379772661468725e-09,-5.094481320711064e-07,0.9999769728645996,0.00678629061358102
1744921414.58095,0.00166562180752994,1.999977391578345,0.0,-3.3658350359264823e-09,-5.074146866077933e-07,0.9999769728648082,0.006786290583019725
1744921414.6002457,0.0018806441180103124,1.9999744730383655,0.0,-3.3556199297004472e-09,-5.05923112595911e-07,0.9999769728641781,0.006786290675987216
1744921414.6204343,0.0021087152270405363,1.9999713774483816,0.0,-3.351617577534504e-09,-5.053339443487272e-07,0.9999769728625066,0.006786290922344029
1744921414.6402638,0.002349834892397497,1.9999681048198679,0.0,-3.3507779274835656e-09,-5.051695148596781e-07,0.9999769728597734,0.0067862913250750405
1744921414.6604793,0.0026040028579823304,1.9999646551649821,0.0,-3.349057233585261e-09,-5.048170989641482e-07,0.9999769728559728,0.006786291885148121
1744921414.681196,0.002871218853826742,1.9999610284964562,0.0,-3.3458302868121477e-09,-5.0420528962121e-07,0.9999769728509966,0.006786292618419555
1744921414.7005978,0.0031514825960967793,1.9999572248275677,0.0,-3.3416327058145187e-09,-5.034490102258398e-07,0.9999769728447008,0.006786293546180263
1744921414.7208095,0.003444793787093973,1.9999532441721763,0.0,-3.337396469791268e-09,-5.027228285482505e-07,0.9999769728369263,0.006786294691825885
1744921414.7411673,0.003751152115254395,1.9999490865447724,0.0,-3.3334835424973104e-09,-5.021034812946604e-07,0.9999769728275273,0.006786296076850503
1744921414.761473,0.004070557255148506,1.9999447519604812,0.0,-3.3294981053857617e-09,-5.015354000748408e-07,0.999976972816375,0.00678629772022229
1744921414.78232,0.004403008867483183,1.9999402404350506,0.0,-3.3250912257893356e-09,-5.009530932000179e-07,0.9999769728033362,0.0067862996415526625
1744921414.8013926,0.004748506599104068,1.9999355519848268,0.0,-3.3203953843631605e-09,-5.003513662787563e-07,0.9999769727882613,0.006786301862921668
1744921414.8215904,0.005107050082998098,1.9999306866267341,0.0,-3.31555874697005e-09,-4.997208959549104e-07,0.9999769727709945,0.006786304407264211
1744921414.8418572,0.005478638938295211,1.9999256443782871,0.0,-3.3110391849585745e-09,-4.991021372811256e-07,0.9999769727513661,0.00678630729959371
1744921414.8621342,0.005863272770268712,1.9999204252575946,0.0,-3.3071327609430937e-09,-4.98521073900942e-07,0.9999769727292023,0.006786310565525966
1744921414.88265,0.006260951170337121,1.9999150292833605,0.0,-3.3035541577433414e-09,-4.97929658502314e-07,0.9999769727043363,0.006786314229624324
1744921414.9018898,0.006671673716067005,1.9999094564748692,0.0,-3.300122373642035e-09,-4.973124902652432e-07,0.9999769726765902,0.006786318318080343
1744921414.9220254,0.007095439971175543,1.9999037068519587,0.0,-3.2967885498275842e-09,-4.966880622716242e-07,0.9999769726457758,0.006786322858718229
1744921414.9425135,0.007532249485531301,1.9998977804350484,0.0,-3.293686664550058e-09,-4.961095273841395e-07,0.9999769726116934,0.006786327880858522
1744921414.9630718,0.007982101795155348,1.99989167724514,0.0,-3.2902734713273614e-09,-4.955236611930201e-07,0.9999769725741576,0.006786333411851829
1744921414.9832006,0.008444996422224741,1.999885397303799,0.0,-3.2863666021966317e-09,-4.949218851663277e-07,0.9999769725329704,0.006786339480887901
