time,x,y,z,qx,qy,qz,qw
1744507475.6152024,-4.350298327569722e-34,9.614990693278327e-32,0.0,-2.1940014306848248e-23,1.4889438472449266e-25,0.9999769729734693,0.006786274590466343
1744507475.6413107,6.220956694354533e-05,-8.443924370279406e-07,0.0,-8.764374691065984e-08,3.219290705353025e-07,0.9999769729908076,0.006786272027452051
1744507475.6597888,0.0002549156434214138,-3.46008506992666e-06,0.0,-8.76144732571253e-08,3.1365912626713494e-07,0.9999769729903917,0.006786272089113529
1744507475.6854646,0.0005781269077433182,-7.847187593523036e-06,0.0,-8.767060474954869e-08,3.0542959542173904e-07,0.9999769729899658,0.006786272152234251
1744507475.7053354,0.001031839963165584,-1.4005653872309342e-05,0.0,-8.772667994508347e-08,2.9721888156004027e-07,0.9999769729895215,0.006786272218097381
1744507475.72777,0.0016160500285135073,-2.1935419020118166e-05,0.0,-8.777969278795046e-08,2.89002616019077e-07,0.9999769729890825,0.006786272283076129
1744507475.7476902,0.002330750938383798,-3.16363993812905e-05,0.0,-8.783414320036952e-08,2.8077387839066036e-07,0.9999769729886624,0.006786272345356207
1744507475.7676353,0.0031759351434062573,-4.310849253303902e-05,0.0,-8.789144736187886e-08,2.725391739524132e-07,0.9999769729882301,0.006786272409404164
1744507475.7912548,0.004151593710563876,-5.6351577249041966e-05,0.0,-8.794677239999825e-08,2.643061281473333e-07,0.9999769729877805,0.006786272475972269
1744507475.8117344,0.005257716323570254,-7.1365513500753e-05,0.0,-8.799968384186134e-08,2.560769767600075e-07,0.9999769729873471,0.006786272540158781
1744507475.8313806,0.0064942912833047,-8.815014251316096e-05,0.0,-8.805506716737782e-08,2.4784974543525133e-07,0.9999769729869286,0.006786272602133111
1744507475.8545659,0.00786130550830707,-0.00010670528677837461,0.0,-8.81122964727889e-08,2.3962202190150145e-07,0.9999769729864919,0.006786272666771694
1744507475.8745203,0.009358744535332825,-0.0001270307500136227,0.0,-8.816664424654264e-08,2.3139305417849213e-07,0.9999769729860449,0.0067862727329077105
