time,x,y,qx,qy,qz,qw
0.081194982,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.09284457500000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.113176022,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.134629026,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.15563162900000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.17541736700000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.195367274,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.214709334,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.235703291,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.255355597,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.275582747,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.295282221,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.31504281100000003,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.33565576,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.355577403,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.37614809200000004,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.39576314700000004,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.41613398900000004,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.436680071,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.45602926400000005,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.477050222,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.49775511400000005,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.517606285,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.538144723,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.5574499230000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.578101865,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.597920605,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.618227886,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.638374074,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.659113551,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.679015718,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.698967188,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.720158217,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.7390956040000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.7589414440000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.779312997,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.7994779000000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.819866014,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.839616204,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.860551391,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.880002166,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.899900385,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.9204912120000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.9403471320000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.961072001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
0.980689742,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.000767079,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.021240975,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.0407309740000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.061099131,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.080801501,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.100708787,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.122927656,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.142521311,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.162235654,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.1816935020000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.201601791,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.223572882,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.242634773,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.262715037,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.2824881300000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.3025316740000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.323783718,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.343840187,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.364469576,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.384192735,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.4053202150000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.4264824090000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.4456876310000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.465239337,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.485149489,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.506845141,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.5256781700000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.5469913700000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.5669415080000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.58864823,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.6080066110000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.6280835980000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.648574065,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.668287947,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.6905284170000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.708400002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.7286747820000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.7485221560000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.7688210110000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.789978748,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.809873301,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.8298314530000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.8498033520000001,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.871228593,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.891371635,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.911992919,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.9316074230000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.9517230230000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.97380821,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
1.9932047730000002,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
2.01354676,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
2.033377121,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
2.0547583090000003,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
2.075111878,0.0,-1.3876162846480407e-33,-3.988505495067835e-34,1.5982114619517265e-24,9.456622483511435e-31,1.0
