time,x_d,y_d,x,y,qx,qy,qz,qw
1.6745194540000001,0.8372205993957456,0.08371032231657187,0.0,-3.205292127747746e-32,-1.8251625838999487e-33,7.313506510578823e-24,4.3320714554569336e-30,1.0
1.6943971230000001,0.8471580238904106,0.08470364180444676,5.603606943344755e-06,2.2791255944163822e-10,-1.7125080291391347e-05,-6.443588202997264e-08,-3.998773124656859e-07,0.9999999998532838
1.716291181,0.8581034611003637,0.08579770803472252,2.5503061449323233e-05,8.426266923425325e-10,-1.703553831434488e-05,-6.942945490185594e-08,-4.16295965069112e-07,0.9999999998548061
1.7352631120000002,0.8675880140154407,0.08674573959282544,5.782748476011958e-05,7.337799621029318e-10,-1.695026207899769e-05,-6.891345142330674e-08,-4.160371207720635e-07,0.9999999998562553
1.755838433,0.8778741072390202,0.08777387878001287,0.00010320384312321754,6.933741309851763e-10,-1.6864985447772984e-05,-6.847818014105027e-08,-4.160228672221854e-07,0.9999999998576973
1.776656843,0.888281688618651,0.0888141498825178,0.0001616320887186095,6.460068518739646e-10,-1.6779708811856733e-05,-6.804341208232286e-08,-4.16011147002187e-07,0.9999999998591318
1.7967568690000002,0.8983300975008367,0.08981850958660201,0.0002331121598786107,5.879452690756166e-10,-1.6694432180112766e-05,-6.760829573635354e-08,-4.159996417857771e-07,0.9999999998605591
1.8171269490000002,0.908513474800798,0.09083634856087572,0.0003176439810880624,5.190321148522791e-10,-1.6609155548478808e-05,-6.717277576273658e-08,-4.159881171431764e-07,0.9999999998619792
1.836275872,0.9180863389092223,0.09179315580754879,0.0004152274629846487,4.392606973363512e-10,-1.6523878916806618e-05,-6.673691727161573e-08,-4.15976370735311e-07,0.9999999998633919
1.856701045,0.928297184440233,0.09281371812931308,0.0005258625023592748,3.4863076652477047e-10,-1.643860228517171e-05,-6.630087880468931e-08,-4.159642614695788e-07,0.9999999998647975
1.877552754,0.9387212216628065,0.09385557673169724,0.0006495489821565032,2.471427619251389e-10,-1.635332565359613e-05,-6.586486865498345e-08,-4.159517478771704e-07,0.9999999998661957
1.8989188280000002,0.9494023542156931,0.09492311872075522,0.0007862867714750497,1.347976068563892e-10,-1.626804902208394e-05,-6.542908752527265e-08,-4.159388996869232e-07,0.9999999998675866
1.9179268020000002,0.9589046105409881,0.09587282521390644,0.0009360757255683389,1.1596602812951266e-11,-1.618277239062655e-05,-6.499367317113142e-08,-4.1592587864794894e-07,0.9999999998689704
1.937155009,0.9685169280627685,0.09683352123897575,0.001098915685845116,-1.2245877034165978e-10,-1.60974957592074e-05,-6.455866248619994e-08,-4.1591289388194493e-07,0.9999999998703467
1.957179199,0.9785271250832619,0.09783397161913515,0.001274806479870119,-2.6736710054033426e-10,-1.6012219127808904e-05,-6.412398153806977e-08,-4.1590014426281146e-07,0.9999999998717158
1.9776741850000001,0.9887726348460123,0.09885792770100282,0.0014637479213648109,-4.23127266666683e-10,-1.5926942496420003e-05,-6.368946613163771e-08,-4.1588776384641486e-07,0.9999999998730777
1.9980407180000002,0.9989538893964595,0.09987544965068627,0.0016657398102075908,-5.897385761368638e-10,-1.5841665865042035e-05,-6.325492037800802e-08,-4.158757852952794e-07,0.9999999998744323
2.0180326920000002,1.0089478611508915,0.10087424233371874,0.0018807819324335516,-7.672007792577455e-10,-1.5756389233691193e-05,-6.282019592924417e-08,-4.158641311070959e-07,0.9999999998757796
2.037464726,1.0186618807052028,0.10184504513757389,0.0021088740602389095,-9.555139586232255e-10,-1.56711126023956e-05,-6.238516994085666e-08,-4.158526348613475e-07,0.9999999998771197
2.059375158,1.0296147983460564,0.10293964749035628,0.0023500159519803114,-1.1546783209733128e-09,-1.558583597119081e-05,-6.19498177441251e-08,-4.1584108670046906e-07,0.9999999998784525
2.0788120930000002,1.039331185594884,0.10391066222894586,0.002604207352175664,-1.3646939510217784e-09,-1.5500559340112666e-05,-6.151422480368517e-08,-4.158292908022257e-07,0.999999999879778
2.0997438660000003,1.0497947879359828,0.10495633731509148,0.002871447991505214,-1.5855605950408295e-09,-1.5415282709190013e-05,-6.107856463198377e-08,-4.158171192398979e-07,0.9999999998810962
2.119337883,1.059589616587064,0.1059351663225306,0.003151737586812694,-1.8172775351928704e-09,-1.533000607843919e-05,-6.06430523411539e-08,-4.158045473744526e-07,0.9999999998824072
2.138783686,1.069310314508063,0.10690657514081593,0.0034450758411065214,-2.0598435909816134e-09,-1.5244729447862116e-05,-6.020788652683447e-08,-4.1579166081301174e-07,0.9999999998837108
2.159444993,1.0796385823759511,0.10793868634815618,0.0037514624435610574,-2.3132572482447743e-09,-1.5159452817448065e-05,-5.977319563107864e-08,-4.1577863184604043e-07,0.9999999998850072
2.179517182,1.0896723151334409,0.10894135121231066,0.004070897069517922,-2.577516879323466e-09,-1.5074176187179272e-05,-5.933900375530805e-08,-4.1576567190772534e-07,0.9999999998862964
2.200438323,1.100130377268478,0.10998640503662652,0.004403379380487377,-2.8526209917898696e-09,-1.4988899557038252e-05,-5.89052253733172e-08,-4.1575297336393023e-07,0.9999999998875783
2.219440535,1.1096291632582007,0.11093558774581995,0.004748909024149747,-3.138568435425808e-09,-1.4903622927014954e-05,-5.8471690203542463e-08,-4.157406567846938e-07,0.9999999998888529
