time,x_d,y_d,z_d,x,y,z,qx,qy,qz,qw
3.999342925,3.8935782085277855,1.793161317483107,-1.602725736348967,-0.002362414673159456,6.0726526402591295e-09,0.0,1.5166503492700472e-05,2.719237533913874e-08,4.1359405162325485e-07,0.9999999998849026
4.019864774,3.9124723961378027,1.8002960159583252,-1.6007146546144786,-0.0026172579061301752,1.1654878191371591e-08,0.0,1.5041702864225796e-05,2.7685300868652112e-08,4.2435839876678196e-07,0.9999999998867831
4.040928729,3.9318485567799732,1.8075876440664715,-1.5986508852804744,-0.0028851501645211983,1.9033750624614308e-08,0.0,1.4916901808948429e-05,2.8178350901145586e-08,4.385747570681381e-07,0.9999999998886464
4.061405045,3.950667443034341,1.8146451022608514,-1.5966451173780492,-0.00316609114391706,2.839316488044312e-08,0.0,1.4792100283110131e-05,2.8671312518113467e-08,4.56596549997206e-07,0.9999999998904923
4.080912217,3.968580225690851,1.8213402255570341,-1.5947346756892622,-0.003460080525048261,3.992576940191968e-08,0.0,1.466729824080244e-05,2.91639986076139e-08,4.78794554793343e-07,0.9999999998923201
4.101600068000001,3.98756068449236,1.828410280874655,-1.5927090250784137,-0.003767117973790399,5.383293959385388e-08,0.0,1.4542495633969612e-05,2.965629323601582e-08,5.055568702743504e-07,0.9999999998941297
4.121447339,4.005753898176497,1.835163650732786,-1.5907660894055167,-0.0040872031411632505,7.032475008133178e-08,0.0,1.4417692412413212e-05,3.014816803922485e-08,5.372888767446801e-07,0.9999999998959203
4.141968547,4.02454829055595,1.842115932481906,-1.5887576028983144,-0.0044203356633298226,8.96199457064926e-08,0.0,1.4292888523796173e-05,3.0639682522828704e-08,5.744132037676649e-07,0.9999999998976912
4.162615283,4.043440543865139,1.8490794256953045,-1.5867372674425588,-0.004766515161595356,1.1194591129159126e-07,0.0,1.4168083913646682e-05,3.113098075471711e-08,6.173696995213372e-07,0.9999999998994417
4.1823190630000004,4.061453897367312,1.8556954887998358,-1.58480961330078,-0.0051257412424062995,1.3753864021775474e-07,0.0,1.4043278525363784e-05,3.162227520055344e-08,6.666153902289355e-07,0.9999999999011704
4.203661116,4.080947181773452,1.8628291301822673,-1.582722138832133,-0.005498013497349225,1.666427017742902e-07,0.0,1.3918472300223405e-05,3.2113795815183744e-08,7.226244415810214e-07,0.9999999999028765
4.2237772190000005,4.09930369935042,1.869521925522807,-1.580755009965965,-0.005883331503149717,1.9951120712240148e-07,0.0,1.3793665177380435e-05,3.260570478076024e-08,7.858881601947449e-07,0.999999999904558
4.243698086,4.117465711320695,1.876119943066101,-1.578807390952853,-0.00628169482167121,2.3640577374789995e-07,0.0,1.3668857093862146e-05,3.309801981405667e-08,8.569150628744032e-07,0.9999999999062135
4.2645839400000005,4.136489962091943,1.883005593792218,-1.5767658760522907,-0.006693102999913789,2.7759648847741574e-07,0.0,1.3544047984554557e-05,3.3590604063689465e-08,9.362309902570156e-07,0.9999999999078405
4.2842701000000005,4.154404932531581,1.8894656520051256,-1.5748420493095714,-0.007117555570012925,3.233618693257943e-07,0.0,1.3419237782189715e-05,3.4083238959051186e-08,1.0243791954119779e-06,0.9999999999094368
4.305919834,4.174088219877526,1.8965362396324212,-1.572726808290918,-0.007555052049238187,3.739888264107507e-07,0.0,1.3294426417342486e-05,3.457572833903634e-08,1.121920350594592e-06,0.9999999999109992
4.328239518,4.194360122729914,1.903788400305236,-1.5705466354137585,-0.008005591939991894,4.2977262190430846e-07,0.0,1.3169613818436875e-05,3.506795605876803e-08,1.229432485112674e-06,0.9999999999125242
4.34635516,4.210798337615815,1.9096466901715479,-1.5687775038485738,-0.008469174729807736,4.910168287429198e-07,0.0,1.3044799911753742e-05,3.55598691400272e-08,1.3475109275268521e-06,0.999999999914008
4.366591111,4.229144188323503,1.9161610075187432,-1.566801726222441,-0.008945799891349334,5.580332878631122e-07,0.0,1.2919984621431556e-05,3.605143811706954e-08,1.476768309419871e-06,0.999999999915446
4.387960875,4.248499148129554,1.9230062442565663,-1.5647157279810655,-0.00943546688240878,6.311420640469804e-07,0.0,1.279516786946117e-05,3.654266850391354e-08,1.6178346062784781e-06,0.9999999999168324
4.407414913,4.266102133987187,1.9292072877358073,-1.562817164382639,-0.009938175145905118,7.10671400711446e-07,0.0,1.2670349575684994e-05,3.703366902787283e-08,1.7713571321489628e-06,0.9999999999181616
4.427948796,4.28466470160084,1.9357208520705667,-1.560813665020198,-0.010453924109882773,7.969576738393875e-07,0.0,1.2545529657807811e-05,3.752469203359788e-08,1.9380004445227115e-06,0.9999999999194262
4.447977861,4.302753510785108,1.9420428306572965,-1.5588598669543137,-0.010982713187509959,8.903453448118106e-07,0.0,1.2420708031413718e-05,3.801605668992658e-08,2.118446225975606e-06,0.9999999999206184
4.469997278,4.322619940569402,1.9489570784914243,-1.5567124243800492,-0.01152454177707702,9.91186911617771e-07,0.0,1.229588460997249e-05,3.8507972965983155e-08,2.3133932712106757e-06,0.9999999999217289
4.4897160970000005,4.340392932018886,1.9551168458347208,-1.5547898034851149,-0.012079409261994757,1.0998428581640557e-06,0.0,1.2171059304825191e-05,3.9000403229241187e-08,2.523557636298484e-06,0.9999999999227477
4.509638037,4.358331862022229,1.9613091839209817,-1.5528478174175955,-0.012647315010792665,1.2166816020170983e-06,0.0,1.204623202515711e-05,3.949309425298941e-08,2.7496728533229802e-06,0.999999999923663
4.530644931,4.377229013195888,1.9678050302691186,-1.5508005508948148,-0.013228258377117127,1.3420794412787415e-06,0.0,1.1921402677980343e-05,3.998576551324551e-08,2.99249003377922e-06,0.9999999999244618
4.553095723,4.397403694759681,1.9747089642701257,-1.548613114455148,-0.013822238699729586,1.476420500985519e-06,0.0,1.1796571168140603e-05,4.047828685827567e-08,3.25277777749037e-06,0.9999999999251293
4.572654442,4.414961445895928,1.9806910996123115,-1.5467079233800225,-0.014429255302504617,1.62009667867429e-06,0.0,1.1671737398339595e-05,4.097068449605766e-08,3.5313219931029675e-06,0.9999999999256494
4.5931478310000005,4.433340124772332,1.9869265919293193,-1.5447121523455176,-0.015049307494428012,1.7735075883341874e-06,0.0,1.1546901269148142e-05,4.146299078257105e-08,3.828925827398528e-06,0.9999999999260033
4.61250374,4.45068160377125,1.9927853356515388,-1.542827594970958,-0.015682394569594794,1.9370605023642552e-06,0.0,1.1422062678995288e-05,4.195512529226032e-08,4.146409783510195e-06,0.999999999926171
4.633246714,4.469247280141605,1.9990307701101775,-1.5408084635877155,-0.016328515807207178,2.111170292025543e-06,0.0,1.1297221524145704e-05,4.244697030837044e-08,4.484611890511295e-06,0.9999999999261296
4.653707214000001,4.487541294058472,2.005157450511739,-1.538817312252269,-0.016987670471572458,2.2962593672929155e-06,0.0,1.1172377698693953e-05,4.2938587251777e-08,4.844387702647866e-06,0.999999999925854
4.674236629,4.505878044436073,2.01127101995441,-1.536819939434612,-0.01765985781210088,2.492757616437145e-06,0.0,1.1047531094589906e-05,4.3430332872921e-08,5.226610069961504e-06,0.9999999999253163
4.69411531,4.523615466940647,2.0171584932973223,-1.5348863436669733,-0.01834507706330348,2.7011023446027125e-06,0.0,1.0922681601675276e-05,4.3922694273487044e-08,5.632168883519036e-06,0.9999999999244858
4.714292143000001,4.541600645473752,2.023101664868754,-1.5329242165942571,-0.019043327444789836,2.921738210213625e-06,0.0,1.0797829107694237e-05,4.441594085669468e-08,6.061971076507912e-06,0.9999999999233287
4.735145898,4.560169786396222,2.029209604586969,-1.5308967607887694,-0.019754608161265817,3.1551171588186568e-06,0.0,1.0672973498261404e-05,4.4909910734907954e-08,6.516940940738409e-06,0.9999999999218075
4.755129871,4.577945826776406,2.0350296710427993,-1.528954345946108,-0.02047891840253122,3.401698355301481e-06,0.0,1.054811465681258e-05,4.540415780307774e-08,6.998020497006211e-06,0.9999999999198814
4.77619998,4.596668199916911,2.041130851816882,-1.526906869534149,-0.021216257343477353,3.6619481158778194e-06,0.0,1.0423252464583734e-05,4.589834133217781e-08,7.506169573810973e-06,0.9999999999175055
4.7971649780000005,4.615276919754512,2.0471656207006315,-1.5248701283738706,-0.0219666241440846,3.936339840352266e-06,0.0,1.029838680063876e-05,4.63924841782928e-08,8.042365521067275e-06,0.9999999999146307
4.816721643,4.632617304964827,2.052762557210205,-1.5229706768122377,-0.022730017949419853,4.22535394357918e-06,0.0,1.0173517541917244e-05,4.688684315659837e-08,8.607602858655655e-06,0.9999999999112033
4.838172264000001,4.651616634164123,2.058865409775651,-1.5208877983398426,-0.023506437889634038,4.529477784553351e-06,0.0,1.0048644563251292e-05,4.73815354390514e-08,9.202893241397531e-06,0.9999999999071646
4.8586796990000005,4.669760549652755,2.064664489774435,-1.5188970195304803,-0.024295883079959495,4.849205592705471e-06,0.0,9.923767737331196e-06,4.7876340335250764e-08,9.82926579633255e-06,0.999999999902451
4.879348999,4.688027802674463,2.070474197167108,-1.516891039357407,-0.025098352620707275,5.185038392704751e-06,0.0,9.798886934655394e-06,4.837093341952052e-08,1.0487767472049985e-05,0.9999999998969931
4.898985860000001,4.70536404846642,2.0759609341015803,-1.5149857365531492,-0.02591384559726441,5.537483929540192e-06,0.0,9.674002023522394e-06,4.886534388390552e-08,1.117946298210835e-05,0.9999999998907154
4.91955113,4.723500480387164,2.081672749743141,-1.5129908544199662,-0.026742361080091145,5.907056594204432e-06,0.0,9.54911287008335e-06,4.93601380630219e-08,1.1905434328169806e-05,0.9999999998835363
4.939774528,4.741315935402424,2.0872552712998638,-1.5110296368646683,-0.02758389812471808,6.294277348304962e-06,0.0,9.42421933840899e-06,4.985606083414729e-08,1.266678036080528e-05,0.9999999998753671
4.9608286580000005,4.75984260595041,2.093030829991634,-1.5089883880859458,-0.02843845577174334,6.699673645496046e-06,0.0,9.299321290501731e-06,5.035342142980342e-08,1.3464616865778744e-05,0.9999999998661121
4.981582131000001,4.77808406303464,2.0986875926420803,-1.506976821253894,-0.029306033046829685,7.1237793494104966e-06,0.0,9.174418586232767e-06,5.0851823339653857e-08,1.4300077167006753e-05,0.9999999998556676
5.000647401,4.794823523822749,2.1038523405116085,-1.5051293542631272,-0.030186628960701414,7.56713465009429e-06,0.0,9.049511083259392e-06,5.1350543557937477e-08,1.5174312693820546e-05,0.999999999843922
5.0220644420000005,4.813607069705494,2.109617694082088,-1.5030545318465067,-0.03108024250914129,8.03028598137784e-06,0.0,8.924598637003393e-06,5.1849218563682903e-08,1.6088492949423637e-05,0.9999999998307546
5.041851676,4.830941592730465,2.1149099144866756,-1.501138106934352,-0.03198687267298731,8.513785939519648e-06,0.0,8.799681100713769e-06,5.234815338731696e-08,1.7043804901487373e-05,0.9999999998160357
5.062203548,4.8487510317066675,2.120318596458719,-1.4991675053613864,-0.032906518418129624,9.018193200847213e-06,0.0,8.67475832555122e-06,5.2847927529504295e-08,1.8041452422210754e-05,0.9999999997996258
5.083112935,4.867027421858935,2.1258388559589436,-1.4971434616682342,-0.03383917869550725,9.544072435743276e-06,0.0,8.549830160604956e-06,5.334870259138252e-08,1.9082656386229777e-05,0.9999999997813749
5.104424654000001,4.8856335833137745,2.1314270772372517,-1.4950810375534203,-0.034784852441104824,1.0091994218773331e-05,0.0,8.424896452819252e-06,5.384998586043724e-08,2.0168655359768848e-05,0.9999999997611217
5.124280874,4.902949056928743,2.136598802832392,-1.4931599840377061,-0.03574353857594911,1.0662534937627283e-05,0.0,8.29995704690315e-06,5.435116283661978e-08,2.1300706157545825e-05,0.9999999997386938
5.144515683000001,4.920574788711914,2.141834469102515,-1.49120281668809,-0.03671523600610561,1.125627670378482e-05,0.0,8.175011785323133e-06,5.4852289404001685e-08,2.2480083618389412e-05,0.999999999713906
5.163580482,4.93716293948115,2.1467353071461104,-1.4893592924578014,-0.0376999436226749,1.1873807264908005e-05,0.0,8.050060508399136e-06,5.5354288839692136e-08,2.370807974165313e-05,0.9999999996865602
5.184154639,4.9550442382875595,2.1519891270427163,-1.4873703372290672,-0.03869766030178917,1.251571991575297e-05,0.0,7.925103054415224e-06,5.5858249175349306e-08,2.4986003043497946e-05,0.9999999996564446
5.2053743720000005,4.973464643722011,2.1573696303559102,-1.4853195408616895,-0.03970838490460873,1.3182613404298667e-05,0.0,7.800139259630245e-06,5.636445212875348e-08,2.6315178853065277e-05,0.999999999623333
5.224336947,4.98990671219542,2.1621449320809654,-1.483487379291805,-0.0407321162773182,1.3875091833204627e-05,0.0,7.675168958166079e-06,5.6872114765733446e-08,2.769695034386161e-05,0.9999999995869837
5.244767675,5.007601704760676,2.1672551501241184,-1.4815138846480167,-0.041768853251122784,1.4593764560304894e-05,0.0,7.5501919818761435e-06,5.738016241346608e-08,2.9132679305758076e-05,0.9999999995471391
5.264922501,5.025037258799255,2.1722609027755913,-1.4795675707417915,-0.04281859464224422,1.5339246101821095e-05,0.0,7.425208160324709e-06,5.788829789806583e-08,3.062374586179854e-05,0.9999999995035246
5.286443754,5.043632345594453,2.177567059107836,-1.4774898870650857,-0.04388133925191684,1.6112156038075026e-05,0.0,7.300217320902305e-06,5.839727812071629e-08,3.217154738806143e-05,0.9999999994558475
5.306985334,5.061359173751266,2.1825940443703717,-1.4755073463182873,-0.04495708586638372,1.691311891754751e-05,0.0,7.17521928896279e-06,5.890808326963424e-08,3.3777497746973235e-05,0.9999999994037967
5.327449352,5.078997832173262,2.187565418620757,-1.4735328415055515,-0.04604583325689269,1.7742764155340574e-05,0.0,7.050213887837374e-06,5.942082359138357e-08,3.5443027672612844e-05,0.9999999993470413
5.348975194,5.0975287590631595,2.1927551975301025,-1.4714564796970855,-0.04714758017969209,1.8601725926534308e-05,0.0,6.925200938701139e-06,5.993456341679102e-08,3.716958596031807e-05,0.9999999992852299
5.369276416,5.114983807647628,2.1976124889112274,-1.469498804511992,-0.04826232537602661,1.9490643059170934e-05,0.0,6.800180260422552e-06,6.044833384727409e-08,3.895864021526535e-05,0.9999999992179891
5.390562581,5.133263071953948,2.202666529331264,-1.4674467369564907,-0.04939006757213282,2.041015893109857e-05,0.0,6.675151669556714e-06,6.096233508509186e-08,4.0811676289637355e-05,0.9999999991449229
5.411406501,5.151140024674571,2.20757688111186,-1.465437888072526,-0.05053080547923484,2.1360921369824056e-05,0.0,6.550114980505877e-06,6.147803193522387e-08,4.2730196881175506e-05,0.9999999990656112
5.430523938,5.167516571204533,2.2120467850614838,-1.4635959407469716,-0.05168453779353991,2.2343582549916335e-05,0.0,6.425070005695693e-06,6.199691663263174e-08,4.471572071351126e-05,0.9999999989796095
5.451454807,5.185424895348655,2.216903605767865,-1.4615798330390466,-0.052851263196234156,2.335879888331093e-05,0.0,6.300016555583952e-06,6.2519114232465e-08,4.676978322614489e-05,0.9999999988864466
5.472503249000001,5.203410904912797,2.221748531053152,-1.459552995127668,-0.05403098035347796,2.4407230903655136e-05,0.0,6.174954438475314e-06,6.30432688128985e-08,4.8893938183378994e-05,0.9999999987856244
5.491439527000001,5.219572361874749,2.2260736369682803,-1.4577300573030503,-0.0552236879164011,2.548954315084948e-05,0.0,6.049883460313222e-06,6.35679092389311e-08,5.1089758604818237e-05,0.9999999986766157
5.51145578,5.236635190799955,2.2306106986957466,-1.4558036821060958,-0.05642938452109786,2.660640406083251e-05,0.0,5.924803424656356e-06,6.409295869247482e-08,5.3358836029308844e-05,0.9999999985588636
5.531059363000001,5.2533259039499045,2.2350195716090275,-1.4539175508243045,-0.057648068788622116,2.7758485859176663e-05,0.0,5.799714132871096e-06,6.461982774795094e-08,5.570277881398036e-05,0.9999999984317798
5.552062072,5.271185445889404,2.2397049857868487,-1.4518973867944538,-0.05887973932498264,2.894646445169658e-05,0.0,5.674615384349845e-06,6.514993972057593e-08,5.812321122158189e-05,0.9999999982947434
5.573130421,5.289077443336683,2.2443653392694976,-1.4498715164013587,-0.06012439472113817,3.0171019306763094e-05,0.0,5.549506976524338e-06,6.568319018977651e-08,6.062177430730875e-05,0.9999999981470995
5.59332569,5.306205953246716,2.2487951612069956,-1.4479301718287465,-0.06138203355299232,3.143283333123203e-05,0.0,5.424388704640641e-06,6.621800057927341e-08,6.320012775457031e-05,0.9999999979881578
5.61429051,5.323964258818109,2.253354972520858,-1.4459154468459186,-0.06265265438138827,3.273259274756669e-05,0.0,5.299260361510498e-06,6.675302443373178e-08,6.585995073519864e-05,0.9999999978171902
5.633693287000001,5.340378583715701,2.2575397455442245,-1.444051377055973,-0.06393625575210317,3.407098697773534e-05,0.0,5.1741217374977374e-06,6.728879358766952e-08,6.86029407782018e-05,0.9999999976334302
5.656702258,5.359817607841034,2.2624582337530423,-1.4418415301384386,-0.06523283619584293,3.5448708531389616e-05,0.0,5.048972620775568e-06,6.782752426858774e-08,7.143081168759452e-05,0.9999999974360712
5.6755635490000005,5.375731324098522,2.2664543677619973,-1.440030589047058,-0.06654239422823689,3.6866452889811105e-05,0.0,4.923812797609437e-06,6.837112697662423e-08,7.434529264420319e-05,0.9999999972242645
5.696281771000001,5.393189733764076,2.270806756260651,-1.43804193130373,-0.06786492834983258,3.832491837965529e-05,0.0,4.798642052370177e-06,6.891936943101597e-08,7.734812953158418e-05,0.9999999969971176
5.716842445,5.410492497691308,2.2750875023738706,-1.4360689921284873,-0.06920043704608997,3.9824806039518046e-05,0.0,4.673460167233854e-06,6.947011506499516e-08,8.044108725736634e-05,0.9999999967536927
5.736324606,5.426866539735672,2.279108205698581,-1.4342000936350279,-0.07054891878737549,4.136681948874542e-05,0.0,4.548266921843854e-06,7.00215045228513e-08,8.362595072238743e-05,0.9999999964930044
5.757662586,5.444776692825989,2.2834722054550953,-1.4321537849193395,-0.07191037202895598,4.29516648048163e-05,0.0,4.4230620932708435e-06,7.057390855507404e-08,8.690452337372201e-05,0.9999999962140177
5.777861993,5.461708337961037,2.287565029895883,-1.4302172606762649,-0.07328479521099268,4.458005040572601e-05,0.0,4.2978454563241115e-06,7.112960988293146e-08,9.027862475322404e-05,0.9999999959156467
5.796562762000001,5.477363923035164,2.291320917897474,-1.4284249294609568,-0.07467218675853561,4.625268692710109e-05,0.0,4.172616783907231e-06,7.169045843955038e-08,9.375008957777711e-05,0.9999999955967525
5.817975537000001,5.495266371263661,2.29558212358919,-1.426373286190446,-0.07607254508151752,4.797028708751794e-05,0.0,4.047375847039882e-06,7.225589741484804e-08,9.732076939669941e-05,0.9999999952561407
5.838361373000001,5.512286821519089,2.299599845294834,-1.4244206489852382,-0.07748586857474778,4.973356554634864e-05,0.0,3.922122414485258e-06,7.282349349804032e-08,0.00010099253519260859,0.9999999948925598
5.8577551240000005,5.528457702743294,2.303386562292897,-1.4225635926898272,-0.07891215561790543,5.1543238765389985e-05,0.0,3.79685625233042e-06,7.339156422626924e-08,0.00010476727819092443,0.999999994504698
5.878479326000001,5.545714955832186,2.3073947531527983,-1.4205797386867725,-0.08035140457553272,5.340002488099445e-05,0.0,3.671577123948526e-06,7.396123536227258e-08,0.00010864690787783074,0.9999999940911818
5.897827564,5.56180493241021,2.3111010454493037,-1.4187281623245422,-0.08180361379702844,5.530464358149925e-05,0.0,3.5462847904122983e-06,7.453569092253618e-08,0.00011263334912802741,0.9999999936505736
5.919011323,5.5793974469696375,2.315119255716628,-1.4167015552747066,-0.08326878161664174,5.7257815977554626e-05,0.0,3.420979010962204e-06,7.5117203164178e-08,0.0001167285414117611,0.9999999931813696
5.939742698000001,5.596590028604611,2.3190114218969473,-1.4147188604420173,-0.0847469063534657,5.926026445834238e-05,0.0,3.295659543036567e-06,7.570490664854329e-08,0.00012093444104837312,0.999999992681997
5.9602318720000005,5.613558118929479,2.322818945314533,-1.4127599469676566,-0.08623798631143023,6.13127125397325e-05,0.0,3.1703261417787107e-06,7.629567589638591e-08,0.00012525302433465587,0.9999999921508116
5.982248016000001,5.631764500145366,2.326866751349985,-1.4106557310819565,-0.08774201977929469,6.34158847178921e-05,0.0,3.044978559469388e-06,7.68873480788814e-08,0.00012968628834297429,0.9999999915860945
6.002064025,5.648128127006352,2.330471474105931,-1.4087624059854114,-0.08925900503064033,6.557050633559853e-05,0.0,2.919616545447764e-06,7.748104376382934e-08,0.000134236248459487,0.9999999909860499
6.025023516,5.667059833082587,2.3346022475445407,-1.4065694621282923,-0.09078894032386325,6.777730345433784e-05,0.0,2.7942398466235977e-06,7.80801308435465e-08,0.0001389049351001135,0.9999999903488027
6.043484508000001,5.6822605498870695,2.3378879707454803,-1.40480675322908,-0.09233182390216757,7.003700271762923e-05,0.0,2.6688482080747847e-06,7.86867871463275e-08,0.00014369439301600265,0.9999999896723964
6.063794937,5.698961711831059,2.341466038600107,-1.4028680406617497,-0.09388765399355808,7.235033119826851e-05,0.0,2.5434413730901884e-06,7.92996913336961e-08,0.00014860668403279446,0.9999999889547891
6.0838932,5.715465269099055,2.344968697460675,-1.4009501863868565,-0.09545642881083259,7.471801623750552e-05,0.0,2.4180190825411375e-06,7.991535530510103e-08,0.0001536438904810828,0.999999988193851
6.1037518770000005,5.73174941627816,2.3483923880576696,-1.399055788507043,-0.09703814655157372,7.714078529189062e-05,0.0,2.292581074159535e-06,8.053188971806545e-08,0.0001588081156969556,0.9999999873873602
6.123791643000001,5.7481591422815335,2.3518097453820186,-1.3971447164460256,-0.09863280539814047,7.961936579511911e-05,0.0,2.1671270824543537e-06,8.11513496019769e-08,0.000164101480869507,0.9999999865330007
6.144836209,5.7653668064449,2.355357781538343,-1.395138474218788,-0.10024040351766057,8.215448502561185e-05,0.0,2.0416568393988023e-06,8.177808445484415e-08,0.00016952612133137702,0.9999999856283599
6.164097378,5.781093849939014,2.358568574178758,-1.393302835544381,-0.10186093906202308,8.474686996276534e-05,0.0,1.9161700752233096e-06,8.241457885171224e-08,0.00017508418615366786,0.999999984670925
6.184601369,5.797812107604244,2.3619480804058757,-1.391349371128487,-0.10349441016787041,8.739724712444353e-05,0.0,1.7906665184715472e-06,8.305898715995871e-08,0.00018077784165156815,0.9999999836580797
6.205459186000001,5.8147938532075205,2.3653451507658745,-1.3893628532393003,-0.10514081495658971,9.010634239619765e-05,0.0,1.6651458951640287e-06,8.370701265305271e-08,0.00018660927534524792,0.9999999825870998
6.225532566,5.831113049028193,2.368575593561134,-1.387451672979224,-0.1068001515343036,9.287488087057632e-05,0.0,1.5396079278290283e-06,8.435637195695313e-08,0.00019258069627695905,0.9999999814551495
6.245136872000001,5.847028220228721,2.3716936998301716,-1.3855857486851964,-0.1084724179918611,9.570358670398501e-05,0.0,1.4140523353660092e-06,8.500930670630929e-08,0.00019869433120404243,0.9999999802592785
6.265222634000001,5.86331094020566,2.3748505678039593,-1.3836746120248948,-0.11015761240482916,9.859318297934687e-05,0.0,1.288478833920225e-06,8.56704496327324e-08,0.0002049524204775683,0.9999999789964196
6.285955395,5.880093345503525,2.3780689279309946,-1.3817025661717333,-0.11185573283348448,0.00010154439155499256,0.0,1.1628871379003507e-06,8.634210462509181e-08,0.00021135721790812033,0.9999999776633841
6.306566634,5.896752329734236,2.381227894802855,-1.37974273777187,-0.11356677732280468,0.00010455793289250947,0.0,1.037276960039372e-06,8.702180739372002e-08,0.0002179109949195297,0.9999999762568582
6.326385491000001,5.912747249288326,2.3842272579838517,-1.3778588745736071,-0.11529074390245878,0.00010763452587680097,0.0,9.116480103039852e-07,8.770485588340976e-08,0.00022461604478956306,0.9999999747733977
6.346806594,5.929203920359355,2.3872785794368916,-1.3759184045072552,-0.11702763058679695,0.00011077488764925367,0.0,7.859999946544529e-07,8.838939049873699e-08,0.0002314746824803156,0.9999999732094239
6.36653743,5.9450808430119935,2.3901889362412607,-1.3740441435327169,-0.11877743537484038,0.00011397973346102762,0.0,6.60332614912212e-07,8.907879358972111e-08,0.00023848923998183542,0.9999999715612204
