time,x,y,z,qx,qy,qz,qw
1744711805.6126604,-4.350298327569722e-34,9.614990693278327e-32,0.0,-2.1940014306848248e-23,1.4889438472449266e-25,0.9999769729734693,0.006786274590466343
1744711805.6314778,1.1282375054360414e-06,-1.4687964229644207e-08,0.0,2.5108289668454478e-08,3.225282848133188e-06,0.9999769736540977,0.006786173530712318
1744711805.6516025,4.369454492201274e-06,-5.8861441460597285e-08,0.0,4.444546784250218e-08,5.327817812598652e-06,0.9999769739411687,0.006786129904115808
1744711805.671954,1.1195250632413793e-05,-1.5145943961241592e-07,0.0,4.41610276557272e-08,5.316311917748247e-06,0.9999769739398082,0.006786130113624057
1744711805.6922812,2.013802884755452e-05,-2.728908499909556e-07,0.0,3.355699751232594e-08,4.215134941424243e-06,0.99997697375199,0.006786158563084335
1744711805.712587,3.16877200921663e-05,-4.297406157215673e-07,0.0,2.7234522643003206e-08,3.5151253254070577e-06,0.9999769736334834,0.006786176424380938
1744711805.7328315,4.584611542201032e-05,-6.219143027275006e-07,0.0,2.75318957290319e-08,3.545197964750615e-06,0.9999769736411865,0.006786175273635291
1744711805.7528183,6.261321159479239e-05,-8.494632894573711e-07,0.0,3.0631830181596067e-08,3.889092059445632e-06,0.9999769737011638,0.006786166247293187
1744711805.7734227,8.302576391679523e-05,-1.1265056290595118e-06,0.0,3.2690387342272367e-08,4.1147861668992e-06,0.9999769737393708,0.006786160484191337
1744711805.793646,0.00010513867653122061,-1.4266525770468797e-06,0.0,3.252746553736585e-08,4.098034972847736e-06,0.9999769737358233,0.00678616101707213
1744711805.813216,0.00012986027680162983,-1.7622167398855118e-06,0.0,3.1530269819626126e-08,3.9895726032160024e-06,0.9999769737170116,0.006786163853708574
1744711805.8334744,0.00015719055967814736,-2.1331845405860714e-06,0.0,3.092495316319121e-08,3.922844243619863e-06,0.99997697370577,0.006786165549137299
1744711805.8535225,0.00018712951940908317,-2.5395533010148804e-06,0.0,3.096768876131842e-08,3.927070677946698e-06,0.9999769737067763,0.006786165398403125
1744711805.8746119,0.00021967714959332166,-2.9813274086613985e-06,0.0,3.1275300187096194e-08,3.960565289287453e-06,0.9999769737126624,0.006786164511588497
1744711805.8951316,0.00025483344327919606,-3.4585110364164876e-06,0.0,3.1465103585310276e-08,3.981298106421723e-06,0.999976973716227,0.006786163974203187
1744711805.9147742,0.0002925983930075573,-3.97110493860816e-06,0.0,3.145125194558093e-08,3.979772694145223e-06,0.9999769737159485,0.006786164016114252
1744711805.9345949,0.0003329719907958391,-4.51910762161466e-06,0.0,3.135266111959089e-08,3.968912485249082e-06,0.9999769737141128,0.006786164292993725
1744711805.954487,0.0003759542281075877,-5.102517625720141e-06,0.0,3.1290192154407475e-08,3.961950258041917e-06,0.9999769737129865,0.006786164462990713
1744711805.9750328,0.0004215450958383603,-5.721334546991045e-06,0.0,3.1291509762342734e-08,3.961970279784583e-06,0.9999769737130659,0.006786164451282793
1744711805.995046,0.0004697445843208504,-6.375558683030157e-06,0.0,3.131977856998195e-08,3.964967285323685e-06,0.999976973713642,0.0067861643646678505
1744711806.0150685,0.0005205526833339941,-7.065190318309567e-06,0.0,3.1337006732224566e-08,3.966775680207854e-06,0.9999769737140003,0.006786164310799294
1744711806.0352504,0.000573969382107348,-7.790229398375987e-06,0.0,3.133421842154052e-08,3.966395458415504e-06,0.9999769737139801,0.006786164314003322
1744711806.0551906,0.0006299946693206819,-8.550675636952779e-06,0.0,3.132284038191537e-08,3.965066168245097e-06,0.9999769737138008,0.006786164341208933
1744711806.0765314,0.0006886285330995332,-9.346528739612091e-06,0.0,3.131487214750414e-08,3.964100347238949e-06,0.9999769737136873,0.006786164358482495
1744711806.095727,0.0007498709610152971,-1.0177788507641455e-05,0.0,3.131323515921972e-08,3.963821050972319e-06,0.9999769737136922,0.006786164357937167
1744711806.1154845,0.0008137219400845307,-1.1044454805798643e-05,0.0,3.131441303222048e-08,3.963844791342361e-06,0.9999769737137473,0.00678616434979831
1744711806.1353064,0.0008801814567702971,-1.1946527492188979e-05,0.0,3.1314648039336025e-08,3.963758833117988e-06,0.999976973713782,0.006786164344720712
1744711806.1552186,0.0009492494969821736,-1.2884006385258828e-05,0.0,3.131300479927986e-08,3.963458630857759e-06,0.9999769737137797,0.006786164345237174
1744711806.1764145,0.0010209260460770184,-1.3856891273520477e-05,0.0,3.131057054592358e-08,3.963062174917588e-06,0.9999769737137615,0.006786164348177865
1744711806.1958766,0.0010952110888587368,-1.486518193747486e-05,0.0,3.130852335343396e-08,3.96269891191746e-06,0.9999769737137493,0.006786164350173557
1744711806.2154465,0.001172104609577195,-1.5908878160043212e-05,0.0,3.130717175964434e-08,3.962403987088278e-06,0.9999769737137493,0.006786164350346303
1744711806.2355373,0.0012516065919282204,-1.6987979723724605e-05,0.0,3.130617046602759e-08,3.962141211349351e-06,0.9999769737137552,0.006786164349647544
1744711806.2555737,0.0013337170190547362,-1.810248640386101e-05,0.0,3.130511918231428e-08,3.961868412762123e-06,0.9999769737137595,0.006786164349156393
1744711806.2763379,0.0014184358735463136,-1.9252397965179983e-05,0.0,3.13039005427566e-08,3.9615745261270435e-06,0.9999769737137608,0.006786164349136632
1744711806.295775,0.0015057631374397566,-2.0437714162619112e-05,0.0,3.130259704675044e-08,3.961270579467857e-06,0.9999769737137609,0.006786164349289619
1744711806.3157337,0.0015956987922173527,-2.165843474345967e-05,0.0,3.130132485962987e-08,3.9609714321927055e-06,0.9999769737137625,0.006786164349230112
1744711806.3359396,0.0016882428188086085,-2.2914559448517668e-05,0.0,3.1300085797652236e-08,3.960679384212982e-06,0.9999769737137658,0.006786164348909265
1744711806.356108,0.0017833951975896882,-2.4206088011905657e-05,0.0,3.129882796790814e-08,3.960390641270918e-06,0.9999769737137701,0.006786164348438762
1744711806.3764248,0.0018811559083834427,-2.5533020160200187e-05,0.0,3.129750110814146e-08,3.960101256628997e-06,0.9999769737137748,0.006786164347933399
1744711806.395982,0.001981524930460096,-2.6895355612195584e-05,0.0,3.12960792913849e-08,3.9598095477028914e-06,0.9999769737137792,0.00678616434745113
1744711806.4159362,0.002084502242535266,-2.8293094078892187e-05,0.0,3.129458529030827e-08,3.959518723888565e-06,0.9999769737137838,0.006786164346926452
1744711806.4364505,0.002190087822771974,-2.9726235263826425e-05,0.0,3.12930149341974e-08,3.95922855930771e-06,0.9999769737137887,0.0067861643463857846
1744711806.4568703,0.0022982816487799986,-3.119477886320368e-05,0.0,3.129137154505782e-08,3.958939145814162e-06,0.9999769737137936,0.006786164345846674
1744711806.477896,0.002409083697616628,-3.26987245657282e-05,0.0,3.128965318769048e-08,3.958649505526424e-06,0.999976973713798,0.006786164345350859
1744711806.4970024,0.0025224939457852303,-3.42380720525279e-05,0.0,3.1287882447698415e-08,3.958360901206377e-06,0.9999769737138025,0.006786164344882135
1744711806.5174687,0.0026385123692352188,-3.581282099715361e-05,0.0,3.128607975083775e-08,3.958073982828453e-06,0.9999769737138066,0.006786164344436722
1744711806.5374298,0.0027571389433635983,-3.7422971065763555e-05,0.0,3.128424536987075e-08,3.957786898944997e-06,0.9999769737138101,0.00678616434407391
1744711806.558407,0.0028783736430142274,-3.906852191698478e-05,0.0,3.128239843198797e-08,3.957499675569316e-06,0.9999769737138132,0.006786164343795028
1744711806.5781708,0.0030022164424786716,-4.074947320185347e-05,0.0,3.128055468691153e-08,3.957211898600744e-06,0.9999769737138156,0.006786164343613178
1744711806.5977654,0.0031286673154945883,-4.246582456383134e-05,0.0,3.127875067436809e-08,3.9569254874505826e-06,0.9999769737138177,0.006786164343472182
